1464282373016218455,200,30775251,0,1748,""
1464282373026218376,200,31981314,0,1748,""
1464282373036218376,200,33329150,0,1748,""
1464282373046218376,200,25006623,0,1748,""
1464282373056218376,200,23045346,0,1748,""
1464282373066218376,200,23030988,0,1748,""
1464282373076218376,200,22986457,0,1748,""
1464282373086218376,200,21026672,0,1748,""
1464282373096218376,200,22872092,0,1748,""
1464282373106218376,200,20842773,0,1748,""
1464282373116218376,200,22116706,0,1748,""
1464282373126218376,200,20915453,0,1748,""
1464282373136218376,200,21711172,0,1748,""
1464282373146218376,200,21013637,0,1748,""
1464282373156218376,200,20998214,0,1748,""
1464282373166218376,200,19849648,0,1748,""
1464282373176218376,200,21754926,0,1748,""
1464282373186218376,200,20926993,0,1748,""
1464282373196218376,200,21078951,0,1748,""
1464282373206218376,200,23875757,0,1748,""
1464282373216218376,200,21131992,0,1748,""
1464282373226218376,200,21715818,0,1748,""
1464282373236218376,200,20936225,0,1748,""
1464282373246218376,200,21876660,0,1748,""
1464282373256218376,200,20885635,0,1748,""
1464282373266218376,200,21853557,0,1748,""
1464282373276218376,200,20957899,0,1748,""
1464282373286218376,200,21056116,0,1748,""
1464282373296218376,200,19801911,0,1748,""
1464282373306218376,200,21032438,0,1748,""
1464282373316218376,200,20166255,0,1748,""
1464282373326218376,200,21037822,0,1748,""
1464282373336218376,200,19866827,0,1748,""
1464282373346218376,200,19874046,0,1748,""
1464282373356218376,200,21240325,0,1748,""
1464282373366218376,200,21186170,0,1748,""
1464282373376218376,200,20962114,0,1748,""
1464282373386218376,200,21915030,0,1748,""
1464282373396218376,200,21032758,0,1748,""
1464282373406218376,200,19837103,0,1748,""
1464282373416218376,200,21130600,0,1748,""
1464282373426218376,200,19945534,0,1748,""
1464282373436218376,200,19216415,0,1748,""
1464282373446218376,200,19740357,0,1748,""
1464282373456218376,200,20298221,0,1748,""
1464282373466218376,200,18878505,0,1748,""
1464282373476218376,200,17871588,0,1748,""
1464282373486218376,200,20366986,0,1748,""
1464282373496218376,200,18884845,0,1748,""
1464282373506218376,200,18832468,0,1748,""
1464282373516218376,200,18767220,0,1748,""
1464282373526218376,200,20952239,0,1748,""
1464282373536218376,200,19785113,0,1748,""
1464282373546218376,200,19766305,0,1748,""
1464282373556218376,200,19772848,0,1748,""
1464282373566218376,200,19805771,0,1748,""
1464282373576218376,200,18505571,0,1748,""
1464282373586218376,200,19802526,0,1748,""
1464282373596218376,200,18866240,0,1748,""
1464282373606218376,200,18242023,0,1748,""
1464282373616218376,200,18964029,0,1748,""
1464282373626218376,200,18876288,0,1748,""
1464282373636218376,200,18897823,0,1748,""
1464282373646218376,200,19883191,0,1748,""
1464282373656218376,200,20951472,0,1748,""
1464282373666218376,200,21898431,0,1748,""
1464282373676218376,200,24775986,0,1748,""
1464282373686218376,200,21768144,0,1748,""
1464282373706218376,200,23840650,0,1748,""
1464282373696218376,200,36670021,0,1748,""
1464282373716218376,200,35104971,0,1748,""
1464282373726218376,200,47539085,0,1748,""
1464282373736218376,200,37612378,0,1748,""
1464282373746218376,200,39098721,0,1748,""
1464282373756218376,200,36059101,0,1748,""
1464282373776218376,200,29046603,0,1748,""
1464282373786218376,200,22865859,0,1748,""
1464282373766218376,200,42872249,0,1748,""
1464282373796218376,200,20988513,0,1748,""
1464282373806218376,200,21071528,0,1748,""
1464282373816218376,200,17886420,0,1748,""
1464282373826218376,200,20147420,0,1748,""
1464282373836218376,200,15816336,0,1748,""
1464282373846218376,200,18779336,0,1748,""
1464282373856218376,200,16912728,0,1748,""
1464282373866218376,200,18098739,0,1748,""
1464282373876218376,200,16942998,0,1748,""
1464282373886218376,200,17959891,0,1748,""
1464282373896218376,200,17747471,0,1748,""
1464282373906218376,200,17901993,0,1748,""
1464282373916218376,200,15886468,0,1748,""
1464282373926218376,200,19093769,0,1748,""
1464282373936218376,200,17864474,0,1748,""
1464282373946218376,200,17849629,0,1748,""
1464282373956218376,200,17800509,0,1748,""
1464282373966218376,200,17880010,0,1748,""
