1464281687235456194,200,45540821,0,1748,""
1464281687237678416,200,45073684,0,1748,""
1464281687233234010,200,51576043,0,1748,""
1464281687239900638,200,44934272,0,1748,""
1464281687246567304,200,41942146,0,1748,""
1464281687242122860,200,61246188,0,1748,""
1464281687251011748,200,53452621,0,1748,""
1464281687244345082,200,67671239,0,1748,""
1464281687253233970,200,60357823,0,1748,""
1464281687248789526,200,75828894,0,1748,""
1464281687257678414,200,80137121,0,1748,""
1464281687282122856,200,55709355,0,1748,""
1464281687264345080,200,75716802,0,1748,""
1464281687291011744,200,53101779,0,1748,""
1464281687299900632,200,51714364,0,1748,""
1464281687266567302,200,85050672,0,1748,""
1464281687284345078,200,71512792,0,1748,""
1464281687255838581,200,100023867,0,1748,""
1464281687271011746,200,87297576,0,1748,""
1464281687268789524,200,89541737,0,1748,""
1464281687279900634,200,78439623,0,1748,""
1464281687286567300,200,72919772,0,1748,""
1464281687262122858,200,102597907,0,1748,""
1464281687293233966,200,71534710,0,1748,""
1464281687273233968,200,97082108,0,1748,""
1464281687353233960,200,26441282,0,1748,""
1464281687275456190,200,109115684,0,1748,""
1464281687288789522,200,105239294,0,1748,""
1464281687306567298,200,87469099,0,1748,""
1464281687295456188,200,100617044,0,1748,""
1464281687322122852,200,75567889,0,1748,""
1464281687339900628,200,73511768,0,1748,""
1464281687331011740,200,83317452,0,1748,""
1464281687304345076,200,129244505,0,1748,""
1464281687326567296,200,110034673,0,1748,""
1464281687344345072,200,92262415,0,1748,""
1464281687308789520,200,136852379,0,1748,""
1464281687259900636,200,187977411,0,1748,""
1464281687346567294,200,101312348,0,1748,""
1464281687379900624,200,70901686,0,1748,""
1464281687317678408,200,134886814,0,1748,""
1464281687315456186,200,140548746,0,1748,""
1464281687313233964,200,144154540,0,1748,""
1464281687357678404,200,105813768,0,1748,""
1464281687333233962,200,131204516,0,1748,""
1464281687337678406,200,134405770,0,1748,""
1464281687297678410,200,176304781,0,1748,""
1464281687335456184,200,138542435,0,1748,""
1464281687371011736,200,104383743,0,1748,""
1464281687377678402,200,97717383,0,1748,""
1464281687351011738,200,129536851,0,1748,""
1464281687373233958,200,107320096,0,1748,""
1464281687355456182,200,131274640,0,1748,""
1464281687386567290,200,112090873,0,1748,""
1464281687417678398,200,87116029,0,1748,""
1464281687404345066,200,112185375,0,1748,""
1464281687277678412,200,242672472,0,1748,""
1464281687411011732,200,119608971,0,1748,""
1464281687424345064,200,106280307,0,1748,""
1464281687348789516,200,181846051,0,1748,""
1464281687302122854,200,232298395,0,1748,""
1464281687311011742,200,225714308,0,1748,""
1464281687455456172,200,83018599,0,1748,""
1464281687433233952,200,107992410,0,1748,""
1464281687439900618,200,110757648,0,1748,""
1464281687426567286,200,124137877,0,1748,""
1464281687453233950,200,101144761,0,1748,""
1464281687473233948,200,90116430,0,1748,""
1464281687395456178,200,176988895,0,1748,""
1464281687384345068,200,198050488,0,1748,""
1464281687388789512,200,200137428,0,1748,""
1464281687415456176,200,173504312,0,1748,""
1464281687375456180,200,215303808,0,1748,""
1464281687431011730,200,159748897,0,1748,""
1464281687342122850,200,251710319,0,1748,""
1464281687444345062,200,160651497,0,1748,""
1464281687391011734,200,214011456,0,1748,""
1464281687382122846,200,226625405,0,1748,""
1464281687413233954,200,197272291,0,1748,""
1464281687448789506,200,168047267,0,1748,""
1464281687368789514,200,249832084,0,1748,""
1464281687442122840,200,176512888,0,1748,""
1464281687402122844,200,216539778,0,1748,""
1464281687468789504,200,152345410,0,1748,""
1464281687408789510,200,215713042,0,1748,""
1464281687446567284,200,180430611,0,1748,""
1464281687362122848,200,264915852,0,1748,""
1464281687359900626,200,272558908,0,1748,""
1464281687479900614,200,158324156,0,1748,""
1464281687399900622,200,240028557,0,1748,""
1464281687419900620,200,231672756,0,1748,""
1464281687462122838,200,190903677,0,1748,""
1464281687435456174,200,217590760,0,1748,""
1464281687484345058,200,168707930,0,1748,""
1464281687451011728,200,202045651,0,1748,""
1464281687328789518,200,327351117,0,1748,""
1464281687437678396,200,218475871,0,1748,""
1464281687428789508,200,229201411,0,1748,""
1464281687397678400,200,260352090,0,1748,""
1464281687551011718,200,107039030,0,1748,""
1464281687537678386,200,120390542,0,1748,""
1464281687502122834,200,160717165,0,1748,""
1464281687324345074,200,338505460,0,1748,""
1464281687535456164,200,127396221,0,1748,""
1464281687524345054,200,138512894,0,1748,""
1464281687319900630,200,342967642,0,1748,""
1464281687519900610,200,144873559,0,1748,""
1464281687364345070,200,300440046,0,1748,""
1464281687366567292,200,300793381,0,1748,""
1464281687531011720,200,136364214,0,1748,""
1464281687406567288,200,260811155,0,1748,""
1464281687508789500,200,176607330,0,1748,""
1464281687459900616,200,225500160,0,1748,""
1464281687564345050,200,127837775,0,1748,""
1464281687624345044,200,70245013,0,1748,""
1464281687571011716,200,123584164,0,1748,""
1464281687577678382,200,116926555,0,1748,""
1464281687422122842,200,279425094,0,1748,""
1464281687466567282,200,236961926,0,1748,""
1464281687568789494,200,134749150,0,1748,""
1464281687393233956,200,310310788,0,1748,""
1464281687591011714,200,121699329,0,1748,""
1464281687615456156,200,99842768,0,1748,""
1464281687657678374,200,87491837,0,1748,""
1464281687617678378,200,127533858,0,1748,""
1464281687464345060,200,282653303,0,1748,""
1464281687486567280,200,260479104,0,1748,""
1464281687619900600,200,131660788,0,1748,""
1464281687582122826,200,169493740,0,1748,""
1464281687606567268,200,156674902,0,1748,""
1464281687573233938,200,190040662,0,1748,""
1464281687633233932,200,130056957,0,1748,""
1464281687688789482,200,80308778,0,1748,""
1464281687522122832,200,247013552,0,1748,""
1464281687588789492,200,180353106,0,1748,""
1464281687542122830,200,227023399,0,1748,""
1464281687559900606,200,209255179,0,1748,""
1464281687457678394,200,311489228,0,1748,""
1464281687595456158,200,175536617,0,1748,""
1464281687602508834,200,168520388,0,1748,""
1464281687528789498,200,251607622,0,1748,""
1464281687539900608,200,240502401,0,1748,""
1464281687562122828,200,221936372,0,1748,""
1464281687635456154,200,148606012,0,1748,""
1464281687699900592,200,84179584,0,1748,""
1464281687471011726,200,314573076,0,1748,""
1464281687702122814,200,87873440,0,1748,""
1464281687613233934,200,178272756,0,1748,""
