1464280389745223658,200,35457275,0,1748,""
1464280389755223604,200,45356179,0,1748,""
1464280389750223604,200,57092652,0,1748,""
1464280389770223604,200,42231292,0,1748,""
1464280389765223604,200,50084615,0,1748,""
1464280389780223604,200,48312455,0,1748,""
1464280389775223604,200,59572503,0,1748,""
1464280389805223604,200,31682307,0,1748,""
1464280389785223604,200,51682406,0,1748,""
1464280389800531756,200,37877533,0,1748,""
1464280389810223604,200,37433674,0,1748,""
1464280389795223604,200,57271500,0,1748,""
1464280389760223604,200,93148629,0,1748,""
1464280389815223604,200,48406492,0,1748,""
1464280389790223604,200,73458844,0,1748,""
1464280389830223604,200,49817341,0,1748,""
1464280389845223604,200,34847435,0,1748,""
1464280389820223604,200,59855533,0,1748,""
1464280389840223604,200,64742088,0,1748,""
1464280389855223604,200,49752335,0,1748,""
1464280389870223604,200,36143247,0,1748,""
1464280389850223604,200,57577364,0,1748,""
1464280389880223604,200,43229759,0,1748,""
1464280389875223604,200,51697643,0,1748,""
1464280389885223604,200,43108523,0,1748,""
1464280389835223604,200,94261986,0,1748,""
1464280389860223604,200,78371289,0,1748,""
1464280389865223604,200,76233264,0,1748,""
1464280389825223604,200,117369174,0,1748,""
1464280389890223604,200,55563908,0,1748,""
1464280389905223604,200,58480591,0,1748,""
1464280389910223604,200,58073495,0,1748,""
1464280389900223604,200,70184576,0,1748,""
1464280389920223604,200,60256041,0,1748,""
1464280389925223604,200,60275360,0,1748,""
1464280389895223604,200,94215287,0,1748,""
1464280389970223604,200,23529174,0,1748,""
1464280389940223604,200,57413122,0,1748,""
1464280389915223604,200,82461605,0,1748,""
1464280389975223604,200,29260945,0,1748,""
1464280389945223604,200,62963073,0,1748,""
1464280389950223604,200,62396167,0,1748,""
1464280389930223604,200,84248890,0,1748,""
1464280389955223604,200,59288837,0,1748,""
1464280389985223604,200,34050416,0,1748,""
1464280389965223604,200,61419987,0,1748,""
1464280390000223604,200,29173131,0,1748,""
1464280389960223604,200,72379916,0,1748,""
1464280390005223604,200,34045619,0,1748,""
1464280389980223604,200,65992830,0,1748,""
1464280389990223604,200,57306334,0,1748,""
1464280389935223604,200,112319706,0,1748,""
1464280390010223604,200,38605309,0,1748,""
1464280389995223604,200,59146189,0,1748,""
1464280390020223604,200,34154458,0,1748,""
1464280390040223604,200,22112143,0,1748,""
1464280390035223604,200,33508850,0,1748,""
1464280390025223604,200,43508850,0,1748,""
1464280390045223604,200,25069590,0,1748,""
1464280390050223604,200,25919256,0,1748,""
1464280390030223604,200,45934072,0,1748,""
1464280390055223604,200,23087540,0,1748,""
1464280390015223604,200,63128531,0,1748,""
1464280390060223604,200,27460811,0,1748,""
1464280390065223604,200,25317609,0,1748,""
1464280390070223604,200,21479255,0,1748,""
1464280390075223604,200,21515039,0,1748,""
1464280390080223604,200,22222676,0,1748,""
1464280390090223604,200,21494949,0,1748,""
1464280390085223604,200,26498259,0,1748,""
1464280390100223604,200,20078515,0,1748,""
1464280390095223604,200,25083270,0,1748,""
1464280390105223604,200,21652185,0,1748,""
1464280390110223604,200,19263308,0,1748,""
1464280390115223604,200,21209299,0,1748,""
1464280390120223604,200,23403110,0,1748,""
1464280390125223604,200,19589361,0,1748,""
1464280390130223604,200,22199239,0,1748,""
1464280390135223604,200,23111764,0,1748,""
1464280390140223604,200,21088447,0,1748,""
1464280390145223604,200,24400867,0,1748,""
1464280390150223604,200,21075763,0,1748,""
1464280390155223604,200,21270047,0,1748,""
1464280390160223604,200,22206989,0,1748,""
